Vorname,Anzahl,Geschlecht
Nadja,4,w
Nadwa,4,w
Naeem,4,m
Naël,4,m
Naela,4,w
Naemi,4,w
Nafas,4,w
Nafiel,4,m
Nahom,4,m
Naila,4,w
Naim,4,m
Naira,4,w
Najla,4,w
Najma,4,w
Naksh,4,m
Nala,4,w
Nali,4,m
Nalia,4,w
Nam,4,m
Nana,4,m
Nando,4,m
Naod,4,m
Naomi,4,w
Nara,4,w
Narjes,4,w
Narjiss,4,w
Nart,4,m
Nasiha,4,w
Nasir,4,m
Natali,4,w
Natalie,4,w
Natalija,4,w
Natan,4,m
Natasa,4,w
Nathanael,4,m
Natheniel,4,m
Natnael,4,m
Naveh,4,m
Navin,4,w
Navya,4,w
Nawang,4,w
Nawid,4,m
Nayel,4,m
Nayeli,4,w
Nayla,4,w
Naylah,4,w
Nazdar,4,w
Nazım,4,m
Nazli,4,w
Nea,4,w
Nedret,4,w
Neel,4,m
Neele,4,w
Nefes,4,w
Nehir,4,w
Neila,4,w
Nejla,4,w
Nektarios,4,m
Nel,4,w
Nela,4,w
Nelia,4,w
Nelio-Aarian,4,m
Nelli,4,w
Nelly,4,w
Nelson,4,m
Nelu,4,m
Nelus,4,m
Nepomuk,4,m
Nerea,4,w
Nermin,4,w
Nesa,4,w
Nessa,4,w
Neva,4,w
Neven,4,m
Nevio,4,m
Newmika,4,w
Neyla,4,w
Neza,4,w
Ngọc,4,w
Nhat,4,m
Nia,4,w
Niah,4,w
Niam,4,m
Niara,4,w
Niccolo,4,m
Nicholas,4,m
Nick,4,m
Nicklas,4,m
Nicole,4,w
Nicolò,4,m
Nieke,4,w
Niharika,4,w
Niilo,4,m
Nik,4,m
Nikan,4,m
Nike,4,w
Niki,4,w
Nikias,4,m
Nikita,4,m
Nikodem,4,m
Nikolai,4,m
Nikolaj,4,m
Nikolaos,4,m
Nikolas,4,m
Nikolaus,4,m
Nikolija,4,w
Nikolina,4,w
Nikša,4,m
Nil,4,m
Nilam,4,w
Nilay,4,m
Nilaya,4,w
Nilo,4,m
Nilou,4,w
Nils,4,m
Nilufer,4,w
Nimród,4,m
Nioh,4,m
Nir,4,m
Nira,4,w
Nirvaan,4,m
Nisa,4,w
Nitin,4,m
Nitya,4,w
Niuas,4,m
Niya,4,w
Njegoš,4,m
Nnenna,4,w
Noa,4,w
Noach,4,m
Noah-Sam,4,m
Noah-Ștefan,4,m
Noam,4,m
Nobla,4,w
Noé,4,m
Noël,4,m
Noela,4,w
Noelle,4,w
Noëmi,4,w
Nolan,4,m
Nole,4,m
Nomi,4,w
Nooa,4,m
Noor,4,w
Noor,4,m
Norah,4,w
Norbert,4,m
Noris-Constantin-Lucian,4,m
Noshdar,4,m
Nouhaila,4,w
Noura,4,w
Nour-Alislam,4,w
Nouran,4,w
Nova,4,w
Novak,4,m
Nuno,4,m
Nuoyi,4,w
Nur,4,w
Nurah,4,w
Nuri,4,m
Nuria,4,w
Nusrat,4,m
Nyra,4,w
Océane,4,w
Octavia,4,w
Octavian-Eduard,4,m
Oda,4,w
Odei,4,m
Odelia,4,w
Odeta,4,w
Odysseas,4,m
Ofure,4,w
Ognjen,4,m
Ognyan,4,m
Ogunshe,4,m
Ojas,4,m
Ojike,4,m
Oktay,4,m
Olaf,4,m
Olaniyi,4,m
Oleksandra,4,w
Oleksii,4,m
Olesya,4,w
Olexander,4,m
Olexandra,4,w
Olga,4,w
Oliv,4,w
Olivia-Maria,4,w
Oliwia,4,w
Oliwier,4,m
Olsa,4,w
Olunna,4,w
Oluwatobiloba,4,m
Om,4,m
Omer,4,m
Omid,4,m
Omowunmi,4,w
Omran,4,m
Omri,4,m
Ömür,4,w
Onno,4,m
Oona,4,w
Ophélie,4,w
Ore-Oluwa,4,w
Orest,4,m
Orestis,4,m
Orfeas,4,m
Orhan,4,m
Orika,4,w
Orlando,4,m
Osamwonamen,4,m
Osemen,4,m
Oslin,4,w
Othman,4,m
Otis,4,m
Ottilie,4,w
Otylia,4,w
Oumou,4,w
Ourelia,4,w
Ousayd,4,m
Ousmane,4,m
Owen,4,m
Öykü,4,w
Ozzy,4,w
Pala,4,w
Palina,4,w
Panagiotis,4,m
Panar,4,w
Paola,4,w
Paradie,4,w
Paraskevi,4,w
Pari,4,w
Pariyan,4,w
Parker,4,m
Parnian,4,w
Parniyan,4,w
Parsa,4,m
Parthenios,4,m
Pascal,4,m
Paschalia,4,w
Pashov,4,m
Pasquale,4,m
Patrice,4,m
Patricia,4,w
Patrick-Mihai,4,m
Patrik,4,m
Paul-Henry,4,m
Paulinus,4,m
Pavle,4,m
Pearl,4,w
Pearl,4,m
Pepe,4,m
Pera,4,w
Perijan,4,w
Perla,4,w
Petar,4,m
Petra,4,w
Petro,4,m
Petruța-Melania-Dimitria,4,w
Phelia,4,w
Phelina,4,w
Pheline,4,w
Phil,4,m
Phileas,4,m
Philina,4,w
Philine,4,w
Philipa,4,w
Philippe,4,m
Philippos,4,m
Phillip,4,m
Philo,4,m
Philomène,4,w
Philon,4,m
Phivos,4,m
Pía,4,w
Pina,4,w
Pinelopi,4,w
Pino,4,m
Piotr,4,m
Pippa,4,w
Piro,4,m
Pitt,4,m
Pius,4,m
Pnina,4,w
Poema,4,w
Pola,4,w
Polo,4,m
Poyraz,4,m
Praise,4,m
Praneel,4,m
Priscilla,4,w
Priya,4,w
Qaiser,4,m
Qamar,4,w
Qiana,4,w
Quang,4,m
Quentin,4,m
Quin,4,m
Quinn,4,m
Rachele,4,w
Raditya,4,m
Raef,4,m
Rafaela,4,w
Rafail,4,m
Rafan,4,m
Raffael,4,m
Raffaele,4,m
Raffaella,4,w
Rafi,4,m
Raghav,4,m
Raha,4,w
Rahim,4,m
Rahman,4,m
Rahmat,4,w
Rahmatoulay,4,w
Rahui,4,w
Raihana,4,w
Raissa,4,w
Raiyan,4,m
Raja,4,m
Rajan,4,m
Rakan,4,m
Rakim,4,m
Ramadan,4,m
Rami,4,m
Ramin,4,m
Ramo,4,m
Ramy,4,m
Ramza,4,w
Ran,4,m
Rana,4,w
Randell,4,m
Rangel,4,m
Raphaela,4,w
Raphaëlle,4,w
Raphael-Ramon,4,m
Rareş,4,m
Rashan,4,m
Rasheeda,4,w
Rasho,4,m
Rasmus,4,m
Rassan,4,m
Rauand,4,m
Rauda,4,w
Raul-Dimitrie,4,m
Rawan,4,w
Rayangnewende,4,m
Rayhan,4,w
Raymond,4,m
Rayssa,4,w
Rayyan,4,m
Rea,4,w
Real,4,m
Rebaone,4,m
Rebecca,4,w
Rebeka,4,w
Rebekka,4,w
Redwan,4,m
Regina,4,w
Rehan,4,m
Rehina,4,w
Rei,4,m
Reijan,4,m
Rejan,4,m
Rejana,4,w
Rejjan,4,m
Remi,4,m
Rémi,4,m
Remo,4,m
Rémy,4,m
Remzi,4,m
Renaldi,4,m
Renisa,4,w
Reotshepile,4,m
Reschuan,4,m
Reshat,4,m
Reva,4,w
Rewan,4,m
Rewin,4,w
Rey,4,m
Reyan,4,m
Reyansh,4,m
Reyhan,4,w
Reyyan,4,w
Rhea,4,w
Rhea-Maria,4,w
Rheya,4,w
Rhita,4,w
Rhythm,4,m
Ria,4,w
Rian,4,m
Riana,4,w
Riaz,4,m
Rica,4,w
Ricardo,4,m
Riccardo,4,m
Richard,4,m
Ridvan,4,m
Ridwan,4,m
Rifka,4,w
Riga,4,w
Rigo,4,m
Rihaan,4,m
Rihana,4,w
Rijad,4,m
Riku,4,m
Riley,4,w
Rimas,4,w
Rinaan,4,m
Rinesa,4,w
Rino,4,m
Rio,4,m
Rion,4,m
Rishan,4,m
Rishi,4,m
Rishika,4,w
Rishit,4,m
Rithanshi,4,w
Riyan,4,m
Riyana,4,w
Riza,4,m
Roan,4,m
Roberto,4,m
Robin,4,w
Robyn,4,w
Rocko,4,m
Rodrigo,4,m
Roel,4,m
Roen,4,m
Rohan,4,m
Roi,4,m
Roko,4,m
Romain,4,m
Romane,4,w
Romeo,4,m
Romi,4,w
Romina,4,w
Ron,4,m
Ronav,4,m
Roni,4,m
Rony,4,m
Ronya,4,w
Rosalia,4,w
Rosalin,4,w
Rosanna,4,w
Rose,4,w
Rosemarie,4,w
Rose-Therese,4,w
Rosi,4,w
Rosie,4,w
Roslin,4,w
Rosmarie,4,w
Rowan,4,m
Roxani,4,w
Roxelane,4,w
Roza,4,w
Rozalie,4,w
Rua,4,w
Ruben,4,m
Rubina,4,w
Rudra,4,m
Rudransh,4,m
Rufaidah,4,w
Rufta,4,w
Ruhan,4,m
Ruhanshi,4,w
Ruhi,4,w
Rukayya,4,w
Rumejsa,4,w
Rumeysa,4,w
Rushika,4,w
Ruslan,4,m
Ruth,4,w
Ruven,4,m
Ruvin,4,m
Rüya,4,w
Rüzgar,4,m
Ryan,4,m
Ryker,4,m
Rylie,4,w
Saabir,4,m
Saad,4,m
Sabahat,4,w
Saban,4,m
Sabin-Stefan,4,m
Sabir,4,m
Sabo,4,m
Sabrin,4,w
Sabrina,4,w
Sabur,4,m
Sade,4,w
Sadia,4,w
Sadiik,4,m
Safa,4,w
Safeera,4,w
Safija,4,w
Safin,4,m
Safinaz,4,w
Safiya,4,w
Safr,4,m
Sahana,4,w
Sahar,4,w
Saibo,4,m
Said,4,m
Saif,4,m
Saifeddin,4,m
Sajda,4,w
Sajra,4,w
Sakariye,4,m
Sakina,4,w
Salahaldin,4,m
Salieunatu,4,w
Salih,4,m
Saliha,4,w
Salim,4,m
Salima,4,w
Salina,4,w
Salma,4,w
Salsabeel,4,w
Salvatore,4,m
Sama,4,w
Samanta,4,w
Samantha,4,w
Samara,4,w
Samia,4,w
Samim,4,m
Samina,4,w
Samira,4,w
Sampo,4,m
Samson,4,m
Samuele,4,m
Samyan,4,m
Samyar,4,m
San,4,m
Sana,4,w
Sanad,4,m
Sanah,4,w
Sanaya,4,w
Sanaz,4,w
Sandi,4,w
Sandra,4,w
Sandress,4,m
Sandro,4,m
Sanel,4,m
Sanila,4,w
Sanna,4,w
Santi,4,m
Santiago,4,m
Sarah-Marie,4,w
Sare,4,w
Sarhad,4,m
Sarim,4,m
Sarthak,4,m
Sascha,4,m
Sava,4,m
Savannah,4,w
Savaş,4,m
Saya,4,w
Sayan,4,m
Sayed,4,m
Sayesha,4,w
Sayim,4,m
Sayit,4,m
Scarlett,4,w
Schiluan,4,m
Schlomo,4,m
Sea,4,w
Seán,4,m
Sebastien,4,m
Sedija,4,w
Seenaa,4,w
Sefa,4,w
Sekinat,4,w
Selda,4,w
Selen,4,w
Selena,4,w
Selihom,4,m
Selim,4,m
Sellin,4,w
Selmen,4,m
Selva,4,w
Sema,4,w
Senad,4,m
Sengül,4,w
Senta,4,w
Serabelle,4,w
Serafin,4,m
Serafine,4,w
Seren,4,w
Serena,4,w
Sergej,4,m
Serife,4,w
Serkan,4,m
Serra,4,w
Seva,4,w
Sevcan,4,w
Severin,4,m
Sevgi,4,w
Seyed,4,m
Seyit,4,m
Seyran,4,w
Shabin,4,w
Shadi,4,w
Shahan,4,m
Shahdes,4,w
Shaheer,4,m
Shaila-Mia,4,w
Shakira,4,w
Shams,4,w
Shamuel,4,m
Shanaya,4,w
Shania,4,w
Shannon,4,w
Shanwanth,4,m
Shanzay,4,w
Sharayu,4,w
Shareef,4,m
Shaurya,4,m
Shawqi,4,m
Shaya,4,w
Shayan,4,m
Shehzel,4,w
Sheikh,4,w
Shervan,4,m
Shifaa,4,w
Shiqi,4,w
Shivansh,4,m
Shlok,4,m
Shoaib,4,m
Shorolipi,4,w
Shpend,4,m
Shriyan,4,m
Shu,4,w
Shyala,4,w
Shyla,4,w
Siana,4,w
Siar,4,m
Siara,4,w
Siavash,4,m
Sibtain,4,m
Siddharth,4,m
Sidra,4,w
Siena,4,w
Sienna,4,w
Sierra,4,w
Sigmael,4,m
Sigrún,4,w
Sihaam,4,w
Siira,4,w
Sijara,4,w
Sila,4,w
Silvan,4,m
Silvia,4,w
Silviu-Nikolas,4,m
Simeon,4,m
Simina-Ioana,4,w
Simona,4,w
Sina,4,w
Sinan,4,m
Sinem,4,w
Siraj,4,m
Sirine,4,w
Sivan,4,m
Siya,4,w
Siyamand,4,m
Siyana,4,w
Sky,4,w
Skye,4,w
Sltan,4,m
Smilla,4,w
Snejana,4,w
Sobia,4,w
Soe,4,w
Sofi,4,w
Sofía,4,w
Sofja,4,w
Sohail,4,m
Sohishnu,4,m
Sokol,4,m
Sokratis,4,m
Sol,4,w
Solaiman,4,m
Sole,4,w
Solea,4,w
Soleen,4,w
Soley,4,w
Solice,4,w
Solîn-Stêrk,4,w
Solomiia,4,w
Solomon,4,m
Solvi,4,w
Soma,4,m
Somaya,4,w
Soner,4,m
Sonia,4,w
Sonja,4,w
Sorin,4,m
Sota,4,w
Sotiria,4,w
Soufian,4,m
Souley-Noah,4,m
Souline,4,w
Souzana,4,w
Spiros,4,m
Spyridon,4,m
Srishti,4,w
Srna,4,w
Ștefan,4,m
Stefania,4,w
Stefania-Maria,4,w
Stefanos,4,m
Steffen,4,m
Stela,4,w
Stevka,4,w
Stina,4,w
Stine,4,w
Stipe,4,m
Stjepan,4,m
Stoli,4,w
Stylian,4,m
Suad,4,m
Suana,4,w
Subair,4,m
Subhan,4,m
Success,4,w
Sudais,4,m
Sudaysi,4,m
Suela,4,w
Suhayb,4,m
Sulaiman,4,m
Sulaymon,4,m
Suleiman,4,m
Suleyman,4,m
Süleyman,4,m
Sultan,4,m
Sumaya,4,w
Sumayya,4,w
Sumeja,4,w
Sumejja,4,w
Summer,4,w
Sünje,4,w
Surah,4,w
Suri,4,w
Surya,4,m
Suryavardhan,4,m
Suuban,4,w
Sven,4,m
Svetlana,4,w
Swara,4,w
Swasti,4,w
Sybille,4,w
Syed,4,m
Syeda,4,w
Sylvie,4,w
Szymon,4,m
Taavi,4,m
Tabassom,4,w
Tabea,4,w
Tadej,4,m
Tag,4,w
Taha,4,m
Tahora,4,w
Taim,4,m
Taio,4,m
Taira,4,w
Taissija,4,w
Tajar,4,m
Takumi,4,m
Talea,4,w
Talha,4,m
Talin,4,w
Talya,4,w
Tâm,4,w
Taman,4,m
Tameo,4,m
Tamido,4,m
Tamika,4,w
Tamim,4,m
Tamina,4,w
Tamino,4,m
Tamir,4,m
Tamira,4,w
Tamiro,4,m
Tamo,4,m
Tần,4,m
Tanirt,4,w
Tanja,4,w
Tanvi,4,w
Tanvish,4,m
Tanya,4,w
Tareek,4,m
Tarik,4,m
Tarit,4,m
Taro,4,m
Tatiana,4,w
Tatjana,4,w
Taulant,4,m
Taylan,4,m
Tayler,4,m
Tayo,4,m
Tea,4,w
Teddy,4,m
Tejsai,4,m
Tenzin,4,m
Teodora,4,w
Teodoro,4,m
Teoman,4,m
Teona,4,w
Tera,4,w
Teresa,4,w
Tereza,4,w
Tessa,4,w
Thaaragai,4,w
Thala,4,w
Thalia,4,w
Theano,4,w
Theja,4,w
Thekla,4,w
Théo,4,m
Theodora,4,w
Theodore,4,m
Théodore,4,m
Theodoros,4,m
Therese,4,w
Theresia,4,w
Thiago,4,m
Thibo,4,m
Thien,4,m
Thigal,4,m
Thilo,4,m
Thoma,4,m
Thomas-Alexander,4,m
Thor,4,m
Thorin,4,m
Tiam,4,m
Tian,4,m
Tiar,4,m
Tiara,4,w
Tichon,4,m
Tiffany,4,w
Tijl,4,m
Til,4,m
Tilia,4,w
Tilla,4,w
Tillmann,4,m
Tilman,4,m
Tilo,4,m
Timeea,4,w
Timeo,4,m
Timofey,4,m
Timon,4,m
Timotei,4,m
Timothée,4,m
Timothy-Paul,4,m
Timur,4,m
Timurhan,4,m
Tin,4,m
Tina,4,w
Tira,4,w
Titus,4,m
Tiyan,4,m
Tizian,4,m
Tiziano,4,m
Tjark,4,m
Todor,4,m
Tomás,4,m
Tomasz,4,m
Tomislav,4,m
Tommaso,4,m
Tomme,4,m
Tommy,4,m
Toni,4,w
Tonino,4,m
Tony,4,m
Torin,4,m
Toto,4,m
Tova,4,w
Trần,4,m
Trayce,4,m
Trevor,4,m
Triana,4,w
Trim,4,m
Tris,4,m
Tristan,4,m
Trixi,4,w
Trojan,4,m
Tuana,4,w
Tudor,4,m
Tugay,4,m
Tunay,4,m
Tvisha,4,w
Tyrese,4,m
Ubejd,4,m
Ucheena,4,w
Ugo,4,m
Uliana,4,w
Uma,4,w
Umama,4,w
Umihana,4,w
Umna,4,w
Umrah,4,w
Umut,4,m
Unejsa,4,w
Unik,4,m
Uras,4,m
Uraz,4,m
Uroš,4,m
Ursula,4,w
Usman,4,m
Usmon,4,m
Utkarsh,4,m
Uwais,4,m
Uzay,4,m
Vadisa,4,w
Vaidehi,4,w
Valeri,4,m
Valerian,4,m
Valeriia,4,w
Valerio,4,m
Valerios,4,m
Valli,4,w
Vamika,4,w
Văn,4,m
Vanellope,4,w
Vanessa,4,w
Vanessa-Maria,4,w
Vanja,4,w
Vanshika,4,w
Varish,4,m
Varvara,4,w
Vasco,4,m
Vasil,4,m
Vasileios,4,m
Vasiliana,4,w
Vasilije,4,m
Vasiliki,4,w
Vassilios,4,m
Vatsal,4,m
Ved,4,m
Vedad,4,m
Vedant,4,m
Vedanth,4,m
Vedin,4,m
Veer,4,m
Veit,4,m
Veli,4,m
Veronica,4,w
Vesa,4,w
Veselin,4,m
Vian,4,w
Viana,4,w
Vibhanshu,4,m
Vicente,4,m
Vicky,4,w
Vida,4,w
Vidhun,4,m
Viggo,4,m
Viha,4,w
Vihaan,4,m
Viktorija-Ilana,4,w
Vildan,4,w
Vili,4,m
Vilma,4,w
Vin,4,m
Vince,4,m
Vincenzo,4,m
Vinzent,4,m
Vinzenz,4,m
Violetta,4,w
Viraj,4,m
Virna,4,w
Vita,4,w
Vitoria,4,w
Vittoria,4,w
Vitus,4,m
Vivi,4,w
Vivian,4,w
Vivien,4,w
Vladimir,4,m
Vlera,4,w
Vriddhi,4,w
Vũ,4,m
Vuk,4,w
Vuk,4,m
Vukan,4,m
Vukasin,4,m
Vukašin,4,m
Wahida,4,w
Walter,4,m
Wanda,4,w
Warren,4,m
Warsame,4,m
Warwara,4,w
Watan,4,m
Wateen,4,w
Waverly,4,w
Wendolin,4,m
Wera,4,w
Wiktor,4,m
Wilhelm,4,m
Willem,4,m
Willibald,4,m
Willio,4,m
Willy,4,m
Winnie,4,w
Winston,4,m
Wisdom,4,m
Wolfgang,4,m
Xamira,4,w
Xaviar,4,m
Xenia,4,w
Xheladin,4,m
Xiamu,4,w
Xiao,4,m
Xiaokai,4,m
Yaashvisree,4,w
Yaathvikan,4,m
Yacoub,4,m
Yad,4,m
Yade,4,w
Yael,4,w
Yaël,4,w
Yafet,4,m
Yagiz,4,m
Yagmur,4,w
Yahya,4,m
Yakiv,4,m
Yakoub,4,m
Yakout,4,w
Yakub,4,m
Yakup,4,m
Yalda,4,w
Yaman,4,m
Yamila,4,w
Yan,4,m
Yana,4,w
Yanis,4,m
Yann,4,m
Yannes,4,m
Yannick,4,m
Yannik,4,m
Yannis,4,m
Yano,4,m
Yanxi,4,w
Yanyi,4,m
Yaqoub,4,m
Yaqub,4,m
Yarah,4,w
Yara-Joana,4,w
Yaren,4,w
Yaron,4,m
Yarub,4,m
Yaryna,4,w
Yasemin,4,w
Yashica,4,w
Yasir,4,m
Yasmeen,4,w
Yasmin,4,w
Yasmina,4,w
Yasmine,4,w
Yasna,4,w
Yassin,4,m
Yassir,4,m
Yavuz,4,m
Yazan,4,m
Yazdan,4,m
Yazel,4,w
Yeabsera,4,m
Yehin,4,m
Yelyzaveta,4,w
Yemariam,4,w
Yemina,4,w
Yeseniia,4,w
Yesong,4,w
Yeva,4,w
Yian,4,w
Yichen,4,m
Yiğit,4,m
Yi-Heng,4,m
Yinuo,4,w
Yiqi,4,m
Ylli,4,m
Ylvi,4,w
Ylvie,4,w
Yoadan,4,w
Yoan,4,m
Yoann,4,m
Yoanna,4,w
Yoel,4,m
Yonas,4,m
Yonona,4,w
Yorck,4,m
Yorin,4,m
Yosef,4,m
Yosra,4,w
Younas,4,m
Younes,4,m
Youri,4,m
Yousef,4,m
Yousof,4,m
Youssouf,4,m
Youssra,4,w
Yousuf,4,m
Youtang,4,w
Yubing,4,w
Yukta,4,w
Yuliya,4,w
Yuma,4,w
Yumo,4,m
Yuna,4,w
Yunes,4,m
Yunis,4,m
Yun-Le,4,m
Yunus,4,m
Yunyi,4,m
Yunze,4,m
Yuqiao,4,m
Yusef,4,m
Yusha,4,m
Yusra,4,w
Yusra-Imani,4,w
Yussra,4,w
Yusupmuhammet,4,m
Yuthika,4,w
Yuvaan,4,m
Yuval,4,m
Yuzuki,4,w
Yva,4,w
Yves,4,m
Zachary,4,m
Zaha,4,w
Zahwa,4,w
Zainab,4,w
Zaira,4,w
Zakaria,4,m
Zalman,4,m
Zana,4,w
Zara,4,w
Zara-Hevin,4,w
Zaryab,4,m
Zaviar,4,m
Zaya,4,m
Zayd,4,m
Zayna,4,w
Zayyan,4,m
Zehra,4,w
Zeineldin,4,m
Zejn,4,m
Zejna,4,w
Zejneb,4,w
Zelal,4,w
Zen,4,m
Zeno,4,m
Zerin,4,w
Zerya,4,w
Zeyd,4,m
Zeyla,4,w
Zeyneb,4,w
Zeyn-Malik,4,m
Zhili,4,m
Zhiqin,4,w
Ziaan,4,m
Ziad,4,m
Zian,4,m
Zidan,4,m
Ziggy,4,m
Zinédine,4,m
Zion,4,m
Zirwa,4,w
Zita,4,w
Ziv,4,m
Ziva,4,w
Zlata,4,w
Zoë,4,w
Zoey,4,w
Zofia,4,w
Zoha,4,w
Zohal,4,w
Zohur,4,m
Zola,4,w
Zornitsa,4,w
Zoya,4,w
Zrinka,4,w
Zubeida,4,w
Zuhair,4,m
Zulqarnayn,4,m
Zuzanna,4,w
Zvezdiyan,4,m
Zyan,4,m
